Team,Team Mascot,Full Name,First Name,Last Name,Position,Overall,Season Year,Offense/Defense,Strength,Speed,Injury
GB,Packers,Davon House,Davon,House,CB,74,2017,Defense,54,89,95
GB,Packers,Quinten Rollins,Quinten,Rollins,CB,73,2017,Defense,69,87,92
GB,Packers,LaDarius Gunter,LaDarius,Gunter,CB,72,2017,Defense,62,88,91
GB,Packers,Kevin King,Kevin,King,CB,71,2017,Defense,72,91,86
GB,Packers,Demetri Goodson,Demetri,Goodson,CB,68,2017,Defense,50,91,75
GB,Packers,Donatello Brown,Donatello,Brown,CB,62,2017,Defense,58,92,85
GB,Packers,Herb Waters,Herb,Waters,CB,62,2017,Defense,60,89,89
GB,Packers,Josh Hawkins,Josh,Hawkins,CB,61,2017,Defense,68,93,85
GB,Packers,Letroy Guion,Letroy,Guion,DT,74,2017,Defense,84,62,88
GB,Packers,Montravius Adams,Montravius,Adams,DT,72,2017,Defense,86,77,96
GB,Packers,Christian Ringo,Christian,Ringo,DT,66,2017,Defense,80,73,85
GB,Packers,Aaron Ripkowski,Aaron,Ripkowski,FB,83,2017,Offense,74,82,88
GB,Packers,Joe Kerridge,Joe,Kerridge,FB,63,2017,Offense,81,76,90
GB,Packers,Ha Ha Clinton-Dix,Ha Ha,Clinton-Dix,FS,82,2017,Defense,56,87,95
GB,Packers,Josh Jones,Josh,Jones,FS,74,2017,Defense,77,92,88
GB,Packers,Kentrell Brice,Kentrell,Brice,FS,68,2017,Defense,71,91,92
GB,Packers,Jermaine Whitehead,Jermaine,Whitehead,FS,59,2017,Defense,59,89,89
GB,Packers,Ty Montgomery,Ty,Montgomery,HB,83,2017,Offense,69,90,84
GB,Packers,Jamaal Williams,Jamaal,Williams,HB,72,2017,Offense,73,88,86
GB,Packers,Aaron Jones,Aaron,Jones,HB,70,2017,Offense,71,89,85
GB,Packers,Devante Mays,Devante,Mays,HB,66,2017,Offense,80,88,87
GB,Packers,Mason Crosby,Mason,Crosby,K,77,2017,Special Teams,60,62,90
GB,Packers,Kenny Clark,Kenny,Clark,LE,75,2017,Defense,87,70,91
GB,Packers,Dean Lowry,Dean,Lowry,LE,67,2017,Defense,86,77,91
GB,Packers,Johnathan Calvin,Johnathan,Calvin,LE,61,2017,Defense,77,76,86
GB,Packers,Reggie Gilbert,Reggie,Gilbert,LE,61,2017,Defense,80,76,94
GB,Packers,Lane Taylor,Lane,Taylor,LG,75,2017,Offense,87,60,90
GB,Packers,Adam Pankey,Adam,Pankey,LG,61,2017,Offense,86,62,87
GB,Packers,Nick Perry,Nick,Perry,LOLB,84,2017,Defense,82,86,97
GB,Packers,Jayrone Elliott,Jayrone,Elliott,LOLB,69,2017,Defense,70,81,92
GB,Packers,Vince Biegel,Vince,Biegel,LOLB,68,2017,Defense,77,83,85
GB,Packers,David Bakhtiari,David,Bakhtiari,LT,91,2017,Offense,90,70,89
GB,Packers,Jason Spriggs,Jason,Spriggs,LT,69,2017,Offense,83,74,92
GB,Packers,Jake Ryan,Jake,Ryan,MLB,76,2017,Defense,76,85,85
GB,Packers,Blake Martinez,Blake,Martinez,MLB,74,2017,Defense,81,82,92
GB,Packers,Joe Thomas,Joe,Thomas,MLB,71,2017,Defense,74,83,90
GB,Packers,Jordan Tripp,Jordan,Tripp,MLB,62,2017,Defense,71,84,90
GB,Packers,Justin Vogel,Justin,Vogel,P,75,2017,Special Teams,52,57,86
GB,Packers,Aaron Rodgers,Aaron,Rodgers,QB,98,2017,Offense,58,79,95
GB,Packers,Brett Hundley,Brett,Hundley,QB,69,2017,Offense,63,85,90
GB,Packers,Joe Callahan,Joe,Callahan,QB,62,2017,Offense,69,73,89
GB,Packers,Taysom Hill,Taysom,Hill,QB,60,2017,Offense,62,87,80
GB,Packers,Mike Daniels,Mike,Daniels,RE,87,2017,Defense,90,76,84
GB,Packers,Ricky Jean Francois,Ricky,Jean Francois,RE,73,2017,Defense,84,63,82
GB,Packers,Brian Price,Brian,Price,RE,57,2017,Defense,75,67,86
GB,Packers,Jahri Evans,Jahri,Evans,RG,76,2017,Offense,87,59,89
GB,Packers,Don Barclay,Don,Barclay,RG,67,2017,Offense,82,70,89
GB,Packers,Justin McCray,Justin,McCray,RG,67,2017,Offense,89,56,88
GB,Packers,Clay Matthews,Clay,Matthews,ROLB,82,2017,Defense,84,83,88
GB,Packers,Kyler Fackrell,Kyler,Fackrell,ROLB,71,2017,Defense,75,82,86
GB,Packers,Bryan Bulaga,Bryan,Bulaga,RT,86,2017,Offense,88,63,83
GB,Packers,Kyle Murphy,Kyle,Murphy,RT,66,2017,Offense,75,66,90
GB,Packers,Robert Leff,Robert,Leff,RT,63,2017,Offense,78,66,87
GB,Packers,Morgan Burnett,Morgan,Burnett,SS,86,2017,Defense,74,86,85
GB,Packers,Marwin Evans,Marwin,Evans,SS,61,2017,Defense,75,90,92
GB,Packers,Martellus Bennett,Martellus,Bennett,TE,89,2017,Offense,79,79,88
GB,Packers,Richard Rodgers,Richard,Rodgers,TE,78,2017,Offense,65,78,88
GB,Packers,Lance Kendricks,Lance,Kendricks,TE,74,2017,Offense,65,82,94
GB,Packers,Aaron Peck,Aaron,Peck,TE,66,2017,Offense,68,83,87
GB,Packers,Beau Sandland,Beau,Sandland,TE,65,2017,Offense,78,81,90
GB,Packers,Derek Hart,Derek,Hart,TE,44,2017,Offense,68,74,89
GB,Packers,Jordy Nelson,Jordy,Nelson,WR,91,2017,Offense,67,88,87
GB,Packers,Randall Cobb,Randall,Cobb,WR,87,2017,Offense,56,91,87
GB,Packers,Davante Adams,Davante,Adams,WR,84,2017,Offense,63,88,92
GB,Packers,Jeff Janis,Jeff,Janis,WR,68,2017,Offense,71,92,95
GB,Packers,Geronimo Allison,Geronimo,Allison,WR,67,2017,Offense,60,87,87
GB,Packers,Malachi Dupre,Malachi,Dupre,WR,66,2017,Offense,58,88,89
GB,Packers,DeAngelo Yancey,DeAngelo,Yancey,WR,66,2017,Offense,73,88,96
GB,Packers,Trevor Davis,Trevor,Davis,WR,64,2017,Offense,61,92,88
GB,Packers,Max McCaffrey,Max,McCaffrey,WR,62,2017,Offense,64,90,87
HOU,Texans,Greg Mancz,Greg,Mancz,C,78,2017,Offense,87,70,90
HOU,Texans,Nick Martin,Nick,Martin,C,74,2017,Offense,85,65,85
HOU,Texans,Kyle Fuller,Kyle,Fuller,C,62,2017,Offense,81,64,91
HOU,Texans,Erik Austell,Erik,Austell,C,60,2017,Offense,83,65,93
HOU,Texans,Johnathan Joseph,Johnathan,Joseph,CB,83,2017,Defense,54,89,86
HOU,Texans,Kevin Johnson,Kevin,Johnson,CB,80,2017,Defense,63,88,89
HOU,Texans,Kareem Jackson,Kareem,Jackson,CB,78,2017,Defense,60,89,90
HOU,Texans,Robert Nelson Jr,Robert,Nelson Jr,CB,69,2017,Defense,58,90,90
HOU,Texans,Marcus Roberson,Marcus,Roberson,CB,68,2017,Defense,46,86,82
HOU,Texans,Treston DeCoud,Treston,DeCoud,CB,66,2017,Defense,55,87,86
HOU,Texans,Denzel Rice,Denzel,Rice,CB,62,2017,Defense,67,87,89
HOU,Texans,Dee Virgin,Dee,Virgin,CB,62,2017,Defense,63,90,88
HOU,Texans,Carlos Watkins,Carlos,Watkins,DT,68,2017,Defense,86,74,91
HOU,Texans,D.J. Reader,D.J.,Reader,DT,67,2017,Defense,87,61,88
HOU,Texans,Jay Prosch,Jay,Prosch,FB,81,2017,Offense,85,81,95
HOU,Texans,Andre Hal,Andre,Hal,FS,74,2017,Defense,55,92,94
HOU,Texans,Corey Moore,Corey,Moore,FS,70,2017,Defense,71,87,89
HOU,Texans,Kurtis Drummond,Kurtis,Drummond,FS,68,2017,Defense,68,85,90
HOU,Texans,Lonnie Ballentine,Lonnie,Ballentine,FS,67,2017,Defense,64,92,89
HOU,Texans,Lamar Miller,Lamar,Miller,HB,85,2017,Offense,68,92,87
HOU,Texans,Alfred Blue,Alfred,Blue,HB,75,2017,Offense,67,87,79
HOU,Texans,D'Onta Foreman,D'Onta,Foreman,HB,71,2017,Offense,81,90,87
HOU,Texans,Akeem Hunt,Akeem,Hunt,HB,69,2017,Offense,68,92,87
HOU,Texans,Dare Ogunbowale,Dare,Ogunbowale,HB,65,2017,Offense,71,86,91
HOU,Texans,Tyler Ervin,Tyler,Ervin,HB,64,2017,Offense,64,92,86
HOU,Texans,Nick Novak,Nick,Novak,K,79,2017,Special Teams,33,63,92
HOU,Texans,Ka'imi Fairbairn,Ka'imi,Fairbairn,K,71,2017,Special Teams,39,74,83
HOU,Texans,Joel Heath,Joel,Heath,LE,65,2017,Defense,82,72,89
HOU,Texans,Ufomba Kamalu,Ufomba,Kamalu,LE,61,2017,Defense,81,76,89
HOU,Texans,Xavier Su'a-Filo,Xavier,Su'a-Filo,LG,71,2017,Offense,85,71,94
HOU,Texans,Chad Slade,Chad,Slade,LG,64,2017,Offense,82,68,91
HOU,Texans,Jadeveon Clowney,Jadeveon,Clowney,LOLB,86,2017,Defense,79,87,79
HOU,Texans,Brennan Scarlett,Brennan,Scarlett,LOLB,66,2017,Defense,79,80,76
HOU,Texans,Dayon Pratt,Dayon,Pratt,LOLB,64,2017,Defense,71,77,89
HOU,Texans,Duane Brown,Duane,Brown,LT,86,2017,Offense,90,65,93
HOU,Texans,Kendall Lamm,Kendall,Lamm,LT,66,2017,Offense,77,63,93
HOU,Texans,Laurence Gibson,Laurence,Gibson,LT,64,2017,Offense,76,71,93
HOU,Texans,Benardrick McKinney,Benardrick,McKinney,MLB,82,2017,Defense,69,84,94
HOU,Texans,Brian Cushing,Brian,Cushing,MLB,78,2017,Defense,82,81,94
HOU,Texans,Sio Moore,Sio,Moore,MLB,75,2017,Defense,74,84,89
HOU,Texans,Dylan Cole,Dylan,Cole,MLB,61,2017,Defense,84,85,86
HOU,Texans,Brian Peters,Brian,Peters,MLB,61,2017,Defense,67,84,90
HOU,Texans,Shane Lechler,Shane,Lechler,P,80,2017,Special Teams,33,60,85
HOU,Texans,Deshaun Watson,Deshaun,Watson,QB,76,2017,Offense,61,84,89
HOU,Texans,Tom Savage,Tom,Savage,QB,72,2017,Offense,64,74,90
HOU,Texans,Brandon Weeden,Brandon,Weeden,QB,68,2017,Offense,52,75,89
HOU,Texans,J.J. Watt,J.J.,Watt,RE,98,2017,Defense,97,78,85
HOU,Texans,Christian Covington,Christian,Covington,RE,70,2017,Defense,78,76,76
HOU,Texans,Brandon Dunn,Brandon,Dunn,RE,68,2017,Defense,78,67,90
HOU,Texans,Jeff Allen,Jeff,Allen,RG,72,2017,Offense,87,65,85
HOU,Texans,David Quessenberry,David,Quessenberry,RG,66,2017,Offense,80,67,95
HOU,Texans,Josh Walker,Josh,Walker,RG,62,2017,Offense,76,66,90
HOU,Texans,Whitney Mercilus,Whitney,Mercilus,ROLB,87,2017,Defense,75,82,95
HOU,Texans,Zach Cunningham,Zach,Cunningham,ROLB,71,2017,Defense,77,83,91
HOU,Texans,Derek Newton,Derek,Newton,RT,78,2017,Offense,87,69,84
HOU,Texans,Chris Clark,Chris,Clark,RT,72,2017,Offense,86,59,88
HOU,Texans,Julie'n Davenport,Julie'n,Davenport,RT,70,2017,Offense,85,57,91
HOU,Texans,Breno Giacomini,Breno,Giacomini,RT,69,2017,Offense,84,62,91
HOU,Texans,Eddie Pleasant,Eddie,Pleasant,SS,74,2017,Defense,76,87,94
HOU,Texans,K.J. Dillon,K.J.,Dillon,SS,65,2017,Defense,68,88,88
HOU,Texans,Malik Smith,Malik,Smith,SS,59,2017,Defense,64,86,87
HOU,Texans,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,81,2017,Offense,80,81,96
HOU,Texans,Ryan Griffin,Ryan,Griffin,TE,72,2017,Offense,52,65,90
HOU,Texans,Stephen Anderson,Stephen,Anderson,TE,65,2017,Offense,74,84,87
HOU,Texans,Zach Conque,Zach,Conque,TE,62,2017,Offense,58,86,85
HOU,Texans,Jon Weeks,Jon,Weeks,TE,42,2017,Offense,69,69,90
HOU,Texans,DeAndre Hopkins,DeAndre,Hopkins,WR,91,2017,Offense,66,92,94
HOU,Texans,Will Fuller V,Will,Fuller V,WR,76,2017,Offense,58,95,86
HOU,Texans,Braxton Miller,Braxton,Miller,WR,73,2017,Offense,68,91,85
HOU,Texans,Jaelen Strong,Jaelen,Strong,WR,73,2017,Offense,72,91,86
HOU,Texans,Shaq Hill,Shaq,Hill,WR,64,2017,Offense,63,90,80
HOU,Texans,Riley McCarron,Riley,McCarron,WR,64,2017,Offense,55,92,85
HOU,Texans,Dres Anderson,Dres,Anderson,WR,62,2017,Offense,65,88,75
HOU,Texans,Wendall Williams,Wendall,Williams,WR,62,2017,Offense,56,93,86
IND,Colts,Ryan Kelly,Ryan,Kelly,C,79,2017,Offense,86,71,90
IND,Colts,Vontae Davis,Vontae,Davis,CB,86,2017,Defense,70,89,96
IND,Colts,Darius Butler,Darius,Butler,CB,82,2017,Defense,63,89,95
IND,Colts,Quincy Wilson,Quincy,Wilson,CB,74,2017,Defense,68,88,87
IND,Colts,Rashaan Melvin,Rashaan,Melvin,CB,72,2017,Defense,56,90,87
IND,Colts,Darryl Morris,Darryl,Morris,CB,72,2017,Defense,57,93,92
IND,Colts,Tevin Mitchel,Tevin,Mitchel,CB,65,2017,Defense,67,91,77
IND,Colts,Nate Hairston,Nate,Hairston,CB,64,2017,Defense,68,88,90
IND,Colts,Chris Milton,Chris,Milton,CB,64,2017,Defense,56,92,92
IND,Colts,Johnathan Hankins,Johnathan,Hankins,DT,76,2017,Defense,93,61,92
IND,Colts,Al Woods,Al,Woods,DT,74,2017,Defense,93,70,88
IND,Colts,T.Y. McGill,T.Y.,McGill,DT,73,2017,Defense,85,74,90
IND,Colts,Josh Boyd,Josh,Boyd,DT,71,2017,Defense,89,67,94
IND,Colts,David Parry,David,Parry,DT,70,2017,Defense,91,60,78
IND,Colts,Malik Hooker,Malik,Hooker,FS,76,2017,Defense,76,88,85
IND,Colts,T.J. Green,T.J.,Green,FS,68,2017,Defense,63,93,88
IND,Colts,Frank Gore,Frank,Gore,HB,83,2017,Offense,74,82,86
IND,Colts,Robert Turbin,Robert,Turbin,HB,76,2017,Offense,82,90,83
IND,Colts,Christine Michael,Christine,Michael,HB,75,2017,Offense,78,91,84
IND,Colts,Marlon Mack,Marlon,Mack,HB,72,2017,Offense,68,89,89
IND,Colts,Troymaine Pope,Troymaine,Pope,HB,65,2017,Offense,72,88,90
IND,Colts,Dalton Crossan,Dalton,Crossan,HB,61,2017,Offense,63,88,88
IND,Colts,Josh Ferguson,Josh,Ferguson,HB,61,2017,Offense,69,91,88
IND,Colts,Adam Vinatieri,Adam,Vinatieri,K,84,2017,Special Teams,40,56,90
IND,Colts,Henry Anderson,Henry,Anderson,LE,76,2017,Defense,83,73,82
IND,Colts,Kendall Langford,Kendall,Langford,LE,74,2017,Defense,85,70,88
IND,Colts,Hassan Ridgeway,Hassan,Ridgeway,LE,69,2017,Defense,87,72,82
IND,Colts,Jack Mewhort,Jack,Mewhort,LG,82,2017,Offense,89,60,93
IND,Colts,Jabaal Sheard,Jabaal,Sheard,LOLB,79,2017,Defense,77,82,89
IND,Colts,Deiontrez Mount,Deiontrez,Mount,LOLB,63,2017,Defense,80,84,88
IND,Colts,Anthony Castonzo,Anthony,Castonzo,LT,83,2017,Offense,89,63,87
IND,Colts,Le'Raven Clark,Le'Raven,Clark,LT,66,2017,Offense,81,67,90
IND,Colts,Fahn Cooper,Fahn,Cooper,LT,64,2017,Offense,78,67,89
IND,Colts,Sean Spence,Sean,Spence,MLB,73,2017,Defense,63,83,76
IND,Colts,Jon Bostic,Jon,Bostic,MLB,68,2017,Defense,71,85,85
IND,Colts,Antonio Morrison,Antonio,Morrison,MLB,68,2017,Defense,78,76,84
IND,Colts,Jeremiah George,Jeremiah,George,MLB,66,2017,Defense,76,84,92
IND,Colts,Anthony Walker Jr,Anthony,Walker Jr,MLB,66,2017,Defense,78,84,93
IND,Colts,Edwin Jackson,Edwin,Jackson,MLB,65,2017,Defense,82,80,87
IND,Colts,Luke Rhodes,Luke,Rhodes,MLB,58,2017,Defense,83,81,89
IND,Colts,Jeff Locke,Jeff,Locke,P,75,2017,Special Teams,48,73,97
IND,Colts,Andrew Luck,Andrew,Luck,QB,90,2017,Offense,74,84,92
IND,Colts,Scott Tolzien,Scott,Tolzien,QB,66,2017,Offense,54,73,90
IND,Colts,Stephen Morris,Stephen,Morris,QB,61,2017,Offense,56,84,85
IND,Colts,Tarell Basham,Tarell,Basham,RE,70,2017,Defense,76,82,93
IND,Colts,Margus Hunt,Margus,Hunt,RE,70,2017,Defense,85,84,85
IND,Colts,Grover Stewart,Grover,Stewart,RE,61,2017,Defense,90,68,93
IND,Colts,Brian Schwenke,Brian,Schwenke,RG,74,2017,Offense,91,72,92
IND,Colts,Denzelle Good,Denzelle,Good,RG,69,2017,Offense,87,63,84
IND,Colts,John Simon,John,Simon,ROLB,79,2017,Defense,82,82,86
IND,Colts,Barkevious Mingo,Barkevious,Mingo,ROLB,78,2017,Defense,69,86,90
IND,Colts,Akeem Ayers,Akeem,Ayers,ROLB,76,2017,Defense,71,80,95
IND,Colts,Lavar Edwards,Lavar,Edwards,ROLB,64,2017,Defense,72,78,95
IND,Colts,Joe Haeg,Joe,Haeg,RT,72,2017,Offense,83,67,92
IND,Colts,Zach Banner,Zach,Banner,RT,71,2017,Offense,90,53,85
IND,Colts,Jeremy Vujnovich,Jeremy,Vujnovich,RT,64,2017,Offense,90,76,88
IND,Colts,Jerry Ugokwe,Jerry,Ugokwe,RT,62,2017,Offense,83,52,93
IND,Colts,Clayton Geathers,Clayton,Geathers,SS,81,2017,Defense,74,87,89
IND,Colts,Matthias Farley,Matthias,Farley,SS,61,2017,Defense,72,89,90
IND,Colts,Tyvis Powell,Tyvis,Powell,SS,60,2017,Defense,69,91,88
IND,Colts,Jack Doyle,Jack,Doyle,TE,79,2017,Offense,79,77,89
IND,Colts,Brandon Williams,Brandon,Williams,TE,71,2017,Offense,69,93,91
IND,Colts,Colin Jeter,Colin,Jeter,TE,67,2017,Offense,78,80,88
IND,Colts,Erik Swoope,Erik,Swoope,TE,66,2017,Offense,65,80,85
IND,Colts,Thomas Hennessy,Thomas,Hennessy,TE,43,2017,Offense,64,71,87
IND,Colts,T.Y. Hilton,T.Y.,Hilton,WR,88,2017,Offense,41,94,85
IND,Colts,Donte Moncrief,Donte,Moncrief,WR,80,2017,Offense,62,92,91
IND,Colts,Kamar Aiken,Kamar,Aiken,WR,78,2017,Offense,62,89,92
IND,Colts,Phillip Dorsett,Phillip,Dorsett,WR,73,2017,Offense,65,96,77
IND,Colts,Chester Rogers,Chester,Rogers,WR,67,2017,Offense,56,89,88
IND,Colts,Quan Bray,Quan,Bray,WR,65,2017,Offense,62,89,86
IND,Colts,Bug Howard,Bug,Howard,WR,64,2017,Offense,64,86,91
IND,Colts,Tevaun Smith,Tevaun,Smith,WR,63,2017,Offense,66,92,87
IND,Colts,JoJo Natson,JoJo,Natson,WR,59,2017,Offense,50,90,87
JAX,Jaguars,Brandon Linder,Brandon,Linder,C,85,2017,Offense,89,61,93
JAX,Jaguars,Luke Bowanko,Luke,Bowanko,C,70,2017,Offense,86,63,87
JAX,Jaguars,A.J. Bouye,A.J.,Bouye,CB,88,2017,Defense,66,89,83
JAX,Jaguars,Jalen Ramsey,Jalen,Ramsey,CB,86,2017,Defense,69,93,86
JAX,Jaguars,Aaron Colvin,Aaron,Colvin,CB,78,2017,Defense,57,89,76
JAX,Jaguars,Tyler Patmon,Tyler,Patmon,CB,69,2017,Defense,62,88,88
JAX,Jaguars,Jalen Myrick,Jalen,Myrick,CB,67,2017,Defense,66,96,83
JAX,Jaguars,Doran Grant,Doran,Grant,CB,66,2017,Defense,76,90,92
JAX,Jaguars,Josh Johnson,Josh,Johnson,CB,66,2017,Defense,53,84,92
JAX,Jaguars,Brian Dixon,Brian,Dixon,CB,65,2017,Defense,67,91,93
JAX,Jaguars,Tracy Howard,Tracy,Howard,CB,63,2017,Defense,62,87,90
JAX,Jaguars,Ezra Robinson,Ezra,Robinson,CB,62,2017,Defense,56,90,92
JAX,Jaguars,Taurean Nixon,Taurean,Nixon,CB,61,2017,Defense,68,93,85
JAX,Jaguars,Malik Jackson,Malik,Jackson,DT,83,2017,Defense,83,76,90
JAX,Jaguars,Abry Jones,Abry,Jones,DT,80,2017,Defense,88,67,87
JAX,Jaguars,Stefan Charles,Stefan,Charles,DT,71,2017,Defense,81,61,88
JAX,Jaguars,Sheldon Day,Sheldon,Day,DT,69,2017,Defense,80,70,89
JAX,Jaguars,Michael Bennett,Michael,Bennett,DT,67,2017,Defense,90,74,92
JAX,Jaguars,Tommy Bohanon,Tommy,Bohanon,FB,69,2017,Offense,86,76,88
JAX,Jaguars,Marquez Williams,Marquez,Williams,FB,68,2017,Offense,86,81,87
JAX,Jaguars,Tashaun Gipson,Tashaun,Gipson,FS,75,2017,Defense,71,84,94
JAX,Jaguars,Peyton Thompson,Peyton,Thompson,FS,62,2017,Defense,54,88,90
JAX,Jaguars,Leonard Fournette,Leonard,Fournette,HB,81,2017,Offense,83,90,85
JAX,Jaguars,Chris Ivory,Chris,Ivory,HB,80,2017,Offense,84,89,83
JAX,Jaguars,T.J. Yeldon,T.J.,Yeldon,HB,79,2017,Offense,74,88,84
JAX,Jaguars,Corey Grant,Corey,Grant,HB,65,2017,Offense,68,96,82
JAX,Jaguars,Jason Myers,Jason,Myers,K,78,2017,Special Teams,43,69,85
JAX,Jaguars,Yannick Ngakoue,Yannick,Ngakoue,LE,77,2017,Defense,80,81,89
JAX,Jaguars,Dante Fowler Jr,Dante,Fowler Jr,LE,76,2017,Defense,73,85,79
JAX,Jaguars,Carroll Phillips,Carroll,Phillips,LE,60,2017,Defense,75,84,91
JAX,Jaguars,Patrick Omameh,Patrick,Omameh,LG,76,2017,Offense,82,63,92
JAX,Jaguars,Earl Watford,Earl,Watford,LG,70,2017,Offense,85,70,95
JAX,Jaguars,Tyler Shatley,Tyler,Shatley,LG,68,2017,Offense,95,66,92
JAX,Jaguars,Paul Posluszny,Paul,Posluszny,LOLB,87,2017,Defense,76,82,87
JAX,Jaguars,Blair Brown,Blair,Brown,LOLB,68,2017,Defense,82,84,93
JAX,Jaguars,Cam Robinson,Cam,Robinson,LT,76,2017,Offense,91,67,93
JAX,Jaguars,Branden Albert,Branden,Albert,LT,73,2017,Offense,88,63,85
JAX,Jaguars,Myles Jack,Myles,Jack,MLB,75,2017,Defense,74,87,79
JAX,Jaguars,Audie Cole,Audie,Cole,MLB,68,2017,Defense,65,79,95
JAX,Jaguars,Hayes Pullard III,Hayes,Pullard III,MLB,66,2017,Defense,69,84,94
JAX,Jaguars,Brad Nortman,Brad,Nortman,P,77,2017,Special Teams,56,78,93
JAX,Jaguars,Blake Bortles,Blake,Bortles,QB,77,2017,Offense,69,79,96
JAX,Jaguars,Chad Henne,Chad,Henne,QB,67,2017,Offense,64,65,90
JAX,Jaguars,Brandon Allen,Brandon,Allen,QB,63,2017,Offense,56,78,85
JAX,Jaguars,Calais Campbell,Calais,Campbell,RE,91,2017,Defense,87,72,96
JAX,Jaguars,Dawuane Smoot,Dawuane,Smoot,RE,71,2017,Defense,82,80,91
JAX,Jaguars,Malliciah Goodman,Malliciah,Goodman,RE,68,2017,Defense,84,76,95
JAX,Jaguars,Jonathan Woodard,Jonathan,Woodard,RE,63,2017,Defense,84,76,89
JAX,Jaguars,A.J. Cann,A.J.,Cann,RG,72,2017,Offense,89,57,93
JAX,Jaguars,Jeremiah Poutasi,Jeremiah,Poutasi,RG,69,2017,Offense,86,62,92
JAX,Jaguars,Chris Reed,Chris,Reed,RG,68,2017,Offense,85,71,84
JAX,Jaguars,Avery Gennesy,Avery,Gennesy,RG,62,2017,Offense,82,61,89
JAX,Jaguars,Telvin Smith,Telvin,Smith,ROLB,82,2017,Defense,64,88,90
JAX,Jaguars,Lerentee McCray,Lerentee,McCray,ROLB,72,2017,Defense,70,81,74
JAX,Jaguars,Josh McNary,Josh,McNary,ROLB,69,2017,Defense,68,80,95
JAX,Jaguars,Jermey Parnell,Jermey,Parnell,RT,77,2017,Offense,84,63,88
JAX,Jaguars,Josh Wells,Josh,Wells,RT,70,2017,Offense,83,63,90
JAX,Jaguars,Barry Church,Barry,Church,SS,83,2017,Defense,69,85,97
JAX,Jaguars,James Sample,James,Sample,SS,67,2017,Defense,72,87,84
JAX,Jaguars,Jarrod Wilson,Jarrod,Wilson,SS,62,2017,Defense,71,87,91
JAX,Jaguars,Marcedes Lewis,Marcedes,Lewis,TE,77,2017,Offense,81,74,85
JAX,Jaguars,Mychal Rivera,Mychal,Rivera,TE,73,2017,Offense,69,78,96
JAX,Jaguars,Ben Koyack,Ben,Koyack,TE,66,2017,Offense,68,79,91
JAX,Jaguars,Neal Sterling,Neal,Sterling,TE,66,2017,Offense,68,85,90
JAX,Jaguars,Alex Ellis,Alex,Ellis,TE,64,2017,Offense,74,79,86
JAX,Jaguars,Carson Tinker,Carson,Tinker,TE,46,2017,Offense,72,72,92
JAX,Jaguars,Allen Robinson,Allen,Robinson,WR,87,2017,Offense,67,90,89
JAX,Jaguars,Allen Hurns,Allen,Hurns,WR,81,2017,Offense,73,88,92
JAX,Jaguars,Marqise Lee,Marqise,Lee,WR,80,2017,Offense,52,89,85
JAX,Jaguars,Dede Westbrook,Dede,Westbrook,WR,75,2017,Offense,57,93,82
JAX,Jaguars,Rashad Greene Sr,Rashad,Greene Sr,WR,71,2017,Offense,54,88,85
JAX,Jaguars,Arrelious Benn,Arrelious,Benn,WR,70,2017,Offense,74,84,78
JAX,Jaguars,Amba Etta-Tawo,Amba,Etta-Tawo,WR,63,2017,Offense,67,90,91
JAX,Jaguars,Shane Wynn,Shane,Wynn,WR,57,2017,Offense,53,94,75
KC,Chiefs,Mitch Morse,Mitch,Morse,C,80,2017,Offense,92,68,87
KC,Chiefs,Zach Fulton,Zach,Fulton,C,74,2017,Offense,85,67,92
KC,Chiefs,Marcus Peters,Marcus,Peters,CB,88,2017,Defense,71,90,94
KC,Chiefs,Terrance Mitchell,Terrance,Mitchell,CB,79,2017,Defense,48,89,94
KC,Chiefs,Steven Nelson,Steven,Nelson,CB,74,2017,Defense,74,90,94
KC,Chiefs,Phillip Gaines,Phillip,Gaines,CB,71,2017,Defense,54,93,88
KC,Chiefs,Kenneth Acker,Kenneth,Acker,CB,67,2017,Defense,55,89,91
KC,Chiefs,De'Vante Bausby,De'Vante,Bausby,CB,64,2017,Defense,63,87,87
KC,Chiefs,D.J. White,D.J.,White,CB,63,2017,Defense,69,89,90
KC,Chiefs,Bennie Logan,Bennie,Logan,DT,78,2017,Defense,89,69,92
KC,Chiefs,Cam Thomas,Cam,Thomas,DT,73,2017,Defense,94,65,87
KC,Chiefs,Montori Hughes,Montori,Hughes,DT,65,2017,Defense,84,64,94
KC,Chiefs,Anthony Sherman,Anthony,Sherman,FB,70,2017,Offense,83,79,92
KC,Chiefs,Ron Parker,Ron,Parker,FS,85,2017,Defense,67,90,88
KC,Chiefs,Eric Murray,Eric,Murray,FS,70,2017,Defense,64,89,91
KC,Chiefs,Steven Terrell,Steven,Terrell,FS,70,2017,Defense,61,92,90
KC,Chiefs,Spencer Ware,Spencer,Ware,HB,82,2017,Offense,73,87,92
KC,Chiefs,C.J. Spiller,C.J.,Spiller,HB,76,2017,Offense,62,90,82
KC,Chiefs,Charcandrick West,Charcandrick,West,HB,76,2017,Offense,64,91,87
KC,Chiefs,Kareem Hunt,Kareem,Hunt,HB,75,2017,Offense,74,87,87
KC,Chiefs,Cairo Santos,Cairo,Santos,K,79,2017,Special Teams,33,77,95
KC,Chiefs,Tanoh Kpassagnon,Tanoh,Kpassagnon,LE,69,2017,Defense,82,79,88
